n,threshold_mean_1000,threshold_med_1000,sd,threshold_lo_1000,threshold_hi_1000,model
3556,49.41242772778403,47.795950000000005,0.010038611251619046,35.7595375,71.979775,U5MR
3615,27.335285145228216,26.6395,0.0049315227893259785,20.314709999999998,37.90426500000001,IMR
